Symbol,Company Name,Industry,Market Cap
ATHE,Alterity Therapeutics,Biotechnology,32
ATHM,Autohome,Interactive Media & Services,3780
ATHX,Athersys,Biotechnology,196
ATI,Allegheny Technologies,Metals & Mining,3320
ATIF,ATIF Holdings,Professional Services,37
ATIP,ATI Physical Therapy,Medical Care Facilities,373
ATKR,Atkore,Electrical Equipment,4540
ATLC,Atlanticus Holdings,Consumer Finance,714
ATLO,Ames National,Banks,218
ATNF,180 Life Sciences,Biotechnology,102
ATNI,ATN International,Diversified Telecommunication Services,527
ATNM,Actinium Pharmaceuticals,Biotechnology,109
ATNX,Athenex,Biotechnology,90
ATO,Atmos Energy,Gas Utilities,15730
ATOM,Atomera,Semiconductors & Semiconductor Equipment,346
ATOS,Atossa Therapeutics,Health Care Equipment & Supplies,153
ATR,AptarGroup,Containers & Packaging,7880
ATRA,Atara Biotherapeutics,Biotechnology,824
ATRC,AtriCure,Health Care Equipment & Supplies,3100
ATRI,Atrion,Health Care Equipment & Supplies,1300
ATRO,Astronics,Aerospace & Defense,410
ATRS,Antares Pharma,Health Care Equipment & Supplies,663
ATSG,Air Transport Services Group,Air Freight & Logistics,2360
ATSP,Archimedes Tech SPAC Partners Co.,Blank Check / SPAC,152
ATTO,Atento,Commercial Services & Supplies,350
ATUS,Altice USA,Media,4900
ATVC,Tribe Capital Growth I,Blank Check / SPAC,336
ATVI,Activision Blizzard,Entertainment,63450
ATXI,Avenue Therapeutics,Pharmaceuticals,18
ATXS,Astria Therapeutics,Biotechnology,88
ATY,AcuityAds Holdings,Interactive Media & Services,166
AU,AngloGold Ashanti,Metals & Mining,10490
AUB,Atlantic Union Bankshares,Banks,2950
AUBN,Auburn National Bancorporation,Banks,115
AUD,Audacy,Media,442
AUDC,AudioCodes,Communications Equipment,907
AUGX,Augmedix,Health Information Services,89
AUID,Ipsidy,Software-Infrastructure,94
AUMN,Golden Minerals Company,Metals & Mining,81
AUPH,Aurinia Pharmaceuticals,Biotechnology,1500
AUR,Aurora Innovation,Information Technology Services,5000
AURA,Aura Biosciences,Biotechnology,543
AURC,Aurora Acquisition,Blank Check / SPAC,342
AUS,Austerlitz Acquisition I,Blank Check / SPAC,961
AUTL,Autolus Therapeutics,Biotechnology,257
AUTO,AutoWeb,Interactive Media & Services,31
AUUD,Auddia,Software-Application,20
AUVI,Applied UV,Building Products,20
AUY,Yamana Gold,Metals & Mining,5000
AVA,Avista,Multi-Utilities,3330
AVAC,Avalon Acquisition,Blank Check / SPAC,259
AVAH,Aveanna Healthcare Holdings,Medical Care Facilities,746
AVAL,Grupo Aval Acciones y Valores,Banks,6150
AVAN,Avanti Acquisition,Blank Check / SPAC,738
AVAV,AeroVironment,Aerospace & Defense,1840
AVB,AvalonBay Communities,Equity Real Estate Investment Trusts ...,34570
AVCO,Avalon GloboCare,Health Care Providers & Services,68
AVCT,American Virtual Cloud Technologies,IT Services,71
AVD,American Vanguard,Chemicals,475
AVDL,Avadel Pharmaceuticals,Pharmaceuticals,452
AVDX,AvidXchange Holdings,Software-Infrastructure,1720
AVEO,AVEO Pharmaceuticals,Biotechnology,117
AVGO,Broadcom,Semiconductors & Semiconductor Equipment,247150
AVGR,Avinger,Health Care Equipment & Supplies,26
AVHI,Achari Ventures Holdings I,Blank Check / SPAC,124
AVID,Avid Technology,"Technology Hardware, Storage & Periph...",1360
AVIR,Atea Pharmaceuticals,Pharmaceuticals,479
AVLR,Avalara,Software,8780
AVNS,Avanos Medical,Health Care Equipment & Supplies,1640
AVNT,Avient,Chemicals,4600
AVNW,Aviat Networks,Communications Equipment,309
AVO,Mission Produce,Farm Products,937
AVPT,AvePoint,Software-Infrastructure,920
AVRO,Avrobio,Biotechnology,58
AVT,Avnet,"Electronic Equipment, Instruments & C...",4070
AVTE,Aerovate Therapeutics,Biotechnology,264
AVTR,Avantor,Life Sciences Tools & Services,20200
AVTX,Avalo Therapeutics,Biotechnology,87
AVXL,Anavex Life Sciences,Biotechnology,801
AVY,Avery Dennison,Containers & Packaging,13820
AVYA,Avaya Holdings,Software,1070
AWH,Aspira Women's Health,Health Care Equipment & Supplies,109
AWI,Armstrong World Industries,Building Products,4200
AWK,American Water Works Company,Water Utilities,29260
AWR,American States Water Company,Water Utilities,3260
AWRE,Aware,Software,69
AWX,Avalon Holdings,Commercial Services & Supplies,15
AX,Axos Financial,Thrifts & Mortgage Finance,2980
AXAC,AXIOS Sustainable Growth Acquisition,Blank Check / SPAC,199
AXDX,Accelerate Diagnostics,Life Sciences Tools & Services,162
AXGN,Axogen,Health Care Equipment & Supplies,379
AXH,Industrial Human Capital,Blank Check / SPAC,125
AXL,American Axle & Manufacturing Holdings,Auto Components,908
AXLA,Axcella Health,Biotechnology,73
AXNX,Axonics,Health Care Equipment & Supplies,2640
AXON,Axon Enterprise,Aerospace & Defense,9800
AXP,American Express Company,Consumer Finance,131640
AXR,AMREP,Commercial Services & Supplies,91
AXS,AXIS Capital Holdings,Insurance,4550
AXSM,Axsome Therapeutics,Pharmaceuticals,1150
AXTA,Axalta Coating Systems,Chemicals,5530
AXTI,AXT Inc.,Semiconductors & Semiconductor Equipment,298
AXU,Alexco Resource,Commercial Services & Supplies,280
AY,Atlantica Sustainable Infrastructure,Independent Power and Renewable Elect...,3960
AYI,Acuity Brands,Electrical Equipment,6620
AYLA,Ayala Pharmaceuticals,Biotechnology,54
AYRO,"AYRO, Inc.",Auto Manufacturers,41
AYTU,Aytu BioPharma,Pharmaceuticals,35
AYX,Alteryx,Software,4170
AZ,A2Z Smart Technologies,Aerospace & Defense,133
AZEK,The AZEK Company,Building Products,4350
AZN,AstraZeneca,Pharmaceuticals,184180
AZO,AutoZone,Specialty Retail,37760
AZPN,Aspen Technology,Software,10010
AZRE,Azure Power Global,Independent Power and Renewable Elect...,1030
AZTA,Azenta,Medical Instruments & Supplies,6240
AZUL,Azul S.A.,Airlines,1500
AZYO,Aziyo Biologics,Medical Devices,78
AZZ,AZZ Inc.,Electrical Equipment,1240
B,Barnes Group,Machinery,2230
BA,The Boeing Company,Aerospace & Defense,105430
BABA,Alibaba Group Holding,Internet & Direct Marketing Retail,281730
BAC,Bank of America,Banks,335670
BACA,Berenson Acquisition I,Blank Check / SPAC,335
BAFN,BayFirst Financial,Banks-Regional,86
BAH,Booz Allen Hamilton Holding,IT Services,11500
BAK,Braskem,Chemicals,7460
BALY,Bally's,"Hotels, Restaurants & Leisure",1770
BAM,Brookfield Asset Management,Capital Markets,84950
BANC,Banc of California,Banks,1190
BAND,Bandwidth,Diversified Telecommunication Services,703
BANF,BancFirst,Banks,2520
BANR,Banner,Banks,2000
BANX,StoneCastle Financial,Capital Markets,152
BAOS,Baosheng Media Group Holdings,Advertising Agencies,17
BAP,Credicorp,Banks,12310
BARK,The Original BARK Company,Specialty Retail,510
BASE,Couchbase,Software-Infrastructure,796
BATL,Battalion Oil,"Oil, Gas & Consumable Fuels",307
BAX,Baxter International,Health Care Equipment & Supplies,43210
BB,BlackBerry,Software,3730
BBAI,BigBear.ai Holdings,Information Technology Services,1050
BBAR,Banco BBVA Argentina,Banks,619
BBBY,Bed Bath & Beyond,Specialty Retail,1560
BBCP,Concrete Pumping Holdings,Construction & Engineering,424
BBD,Banco Bradesco,Banks,37600
BBDC,Barings BDC,Capital Markets,699
BBGI,Beasley Broadcast Group,Media,53
BBI,Brickell Biotech,Biotechnology,24
BBIG,Vinco Ventures,Leisure,321
BBIO,BridgeBio Pharma,Biotechnology,1160
BBLG,Bone Biologics,Medical Devices,18
BBLN,Babylon Holdings,Health Information Services,2180
BBQ,BBQ Holdings,"Hotels, Restaurants & Leisure",141
BBSI,Barrett Business Services,Professional Services,551
BBU,Brookfield Business Partners,Construction & Engineering,3280
BBVA,Banco Bilbao Vizcaya Argentaria,Banks,35070
BBW,Build-A-Bear Workshop,Specialty Retail,316
BBWI,Bath & Body Works,Specialty Retail,12440
BBY,Best Buy Co.,Specialty Retail,25520
BC,Brunswick,Leisure Products,6920
BCAB,BioAtla,Biotechnology,205
BCAC,Brookline Capital Acquisition,Blank Check / SPAC,75
BCBP,BCB Bancorp,Banks,306
BCC,Boise Cascade Company,Paper & Forest Products,3060
BCDA,BioCardia,Biotechnology,37
BCE,"BCE, Inc.",Diversified Telecommunication Services,51140
BCEL,Atreca,Biotechnology,198
BCH,Banco de Chile,Banks,11050
BCLI,Brainstorm Cell Therapeutics,Biotechnology,107
BCML,BayCom,Banks,308
BCO,The Brink's Company,Commercial Services & Supplies,3220
BCOR,Blucora,Capital Markets,956
BCOV,Brightcove,IT Services,301
BCOW,1895 Bancorp of Wisconsin,Thrifts & Mortgage Finance,72
BCPC,Balchem,Chemicals,4530
BCRX,BioCryst Pharmaceuticals,Biotechnology,2970
BCS,Barclays,Banks,35110
BCSA,Blockchain Coinvestors Acquisition I,Blank Check / SPAC,408
BCSF,Bain Capital Specialty Finance,Capital Markets,1030
BCTX,BriaCell Therapeutics,Biotechnology,115
BCYC,Bicycle Therapeutics,Biotechnology,1270
BDC,Belden,"Electronic Equipment, Instruments & C...",2540
BDL,Flanigan's Enterprises,"Hotels, Restaurants & Leisure",58
BDN,Brandywine Realty Trust,Equity Real Estate Investment Trusts ...,2330
BDR,Blonder Tongue Laboratories,Communications Equipment,8
BDSI,BioDelivery Sciences International,Pharmaceuticals,568
BDSX,Biodesix,Diagnostics & Research,68
BDTX,Black Diamond Therapeutics,Biotechnology,105
BDX,"Becton, Dickinson and Company",Health Care Equipment & Supplies,78430
BE,Bloom Energy,Electrical Equipment,3860
BEAM,Beam Therapeutics,Beverages,4400
BEAT,HeartBeam,Health Information Services,13
BECN,Beacon Roofing Supply,Trading Companies & Distributors,4710
BEDU,Bright Scholar Education Holdings,Diversified Consumer Services,119
BEEM,Beam Global,Electrical Equipment,129
BEKE,KE Holdings,Real Estate Management & Development,17270
BELFA,Bel Fuse,Electronic Components,220
BELFB,Bel Fuse,"Electronic Equipment, Instruments & C...",220
BEN,Franklin Resources,Capital Markets,14160
BENE,Benessere Capital Acquisition,Blank Check / SPAC,152
BEP,Brookfield Renewable Partners,Independent Power and Renewable Elect...,23910
BEPC,Brookfield Renewable,Independent Power and Renewable Elect...,6680
BERY,Berry Global Group,Containers & Packaging,7710
BEST,BEST Inc.,Air Freight & Logistics,247
BF-A,Brown-Forman,Beverages,32720
BF-B,Brown-Forman,Beverages,32620
BFAC,Battery Future Acquisition,Blank Check / SPAC,426
BFAM,Bright Horizons Family Solutions,Diversified Consumer Services,7660
BFC,Bank First,Banks,535
BFI,BurgerFi International,Restaurants,107
BFIN,BankFinancial,Banks,143
BFLY,Butterfly Network,Medical Devices,910
BFRA,Biofrontera AG,Biotechnology,76
BFRI,Biofrontera,Drug Manufacturers-Specialty & Generic,40
BFS,Saul Centers,Equity Real Estate Investment Trusts ...,1500
BFST,Business First Bancshares,Banks,567
BG,Bunge,Food Products,15310
BGCP,BGC Partners,Capital Markets,1620
BGFV,Big 5 Sporting Goods,Specialty Retail,366
BGI,Birks Group,Specialty Retail,85
BGNE,BeiGene,Biotechnology,21040
BGRY,Berkshire Grey,Specialty Industrial Machinery,689
BGS,B&G Foods,Food Products,2000
BGSF,BG Staffing,Professional Services,145
BGSX,Build Acquisition,Blank Check / SPAC,243
BH,Biglari Holdings,"Hotels, Restaurants & Leisure",502
BH-A,Biglari Holdings,Restaurants,500
BHAC,Crixus BH3 Acquisition,Blank Check / SPAC,281
BHAT,Blue Hat Interactive Entertainment Technology,Entertainment,16
BHB,Bar Harbor Bankshares,Banks,446
BHC,Bausch Health Companies,Pharmaceuticals,8240
BHE,Benchmark Electronics,"Electronic Equipment, Instruments & C...",899
BHF,Brighthouse Financial,Insurance,3610
BHG,Bright Health Group,Healthcare Plans,1310
BHIL,Benson Hill,Agricultural Inputs,548
BHLB,Berkshire Hills Bancorp,Banks,1460
BHP,BHP Group,Metals & Mining,262350
BHR,Braemar Hotels & Resorts,Equity Real Estate Investment Trusts ...,404
BHSE,Bull Horn Holdings,Blank Check / SPAC,94
BHVN,Biohaven Pharmaceutical Holding Co.,Biotechnology,7980
BIDU,Baidu,Interactive Media & Services,52770
BIG,Big Lots,Multiline Retail,1180
BIGC,BigCommerce Holdings,IT Services,1520
BIIB,Biogen,Biotechnology,30780
BILI,Bilibili,Entertainment,9750
BILL,Bill.com Holdings,Software,22800
BIMI,BIMI International Medical,Machinery,9
BIO,Bio-Rad Laboratories,Life Sciences Tools & Services,17450
BIOC,Biocept,Biotechnology,37
BIOL,BIOLASE,Health Care Equipment & Supplies,49
BIOS,BioPlus Acquisition,Blank Check / SPAC,290
BIOT,Biotech Acquisition Company,Blank Check / SPAC,282
BIOX,Bioceres Crop Solutions,Food Products,571
BIP,Brookfield Infrastructure Partners LP,Multi-Utilities,18280
BIPC,Brookfield Infrastructure,Gas Utilities,5120
BIRD,Allbirds,Apparel Retail,931
BITE,Bite Acquisition,Blank Check / SPAC,250
BITF,Bitfarms,Capital Markets,647
BIVI,BioVie,Biotechnology,79
BJ,BJ's Wholesale Club Holdings,Food & Staples Retailing,7690
BJDX,Bluejay Diagnostics,Medical Devices,18
BJRI,BJ's Restaurants,"Hotels, Restaurants & Leisure",662
BK,Bank of New York Mellon,Capital Markets,41100
BKCC,BlackRock Capital Investment,Capital Markets,349
BKD,Brookdale Senior Living,Health Care Providers & Services,1290
BKE,The Buckle,Specialty Retail,1780
BKEP,BlueKnight Energy Partners,"Oil, Gas & Consumable Fuels",138
BKH,Black Hills,Multi-Utilities,4710
BKI,Black Knight,IT Services,9430
BKKT,Bakkt Holdings,Software-Infrastructure,274
BKNG,Booking Holdings,Internet & Direct Marketing Retail,83540
BKR,Baker Hughes Company,Energy Equipment & Services,34130
BKSC,Bank of South Carolina,Banks,112
BKSY,BlackSky Technology,Scientific & Technical Instruments,245
BKTI,BK Technologies,Communications Equipment,40
BKU,BankUnited,Banks,3510
BKYI,BIO-key International,Software,17
BL,BlackLine,Software,4290
BLBD,Blue Bird,Machinery,648
BLBX,Blackboxstocks,Software-Application,21
BLCM,Bellicum Pharmaceuticals,Biotechnology,13
BLCT,BlueCity Holdings,Internet Content & Information,56
BLD,TopBuild,Household Durables,6900
BLDE,Blade Air Mobility,Airports & Air Services,476
BLDP,Ballard Power Systems,Electrical Equipment,3060
BLDR,Builders FirstSource,Building Products,13520
BLEU,bleuacacia ltd.,Blank Check / SPAC,335
BLFS,BioLife Solutions,Health Care Equipment & Supplies,1000
BLFY,Blue Foundry Bancorp,Banks-Regional,382
BLI,Berkeley Lights,Life Sciences Tools & Services,421
BLIN,Bridgeline Digital,Software,18
BLK,BlackRock,Capital Markets,105910
BLKB,Blackbaud,Software,3090
BLL,Ball Corporation,Containers & Packaging,29000
BLMN,Bloomin' Brands,"Hotels, Restaurants & Leisure",2010
BLND,Blend Labs,Software-Application,1970
BLNG,Belong Acquisition,Blank Check / SPAC,190
BLNK,Blink Charging Co.,Specialty Retail,947
BLPH,Bellerophon Therapeutics,Health Care Equipment & Supplies,19
BLRX,BioLineRx,Biotechnology,76
BLSA,BCLS Acquisition,Blank Check / SPAC,186
BLTS,Bright Lights Acquisition,Blank Check / SPAC,284
BLU,BELLUS Health,Biotechnology,630
BLUA,BlueRiver Acquisition,Blank Check / SPAC,359
BLUE,Bluebird Bio,Biotechnology,351
BLX,Banco Latinoamericano de Comercio Exterior,Diversified Financial Services,605
BLZE,Backblaze,Software-Infrastructure,336
BMA,Banco Macro,Banks,927
BMAC,Black Mountain Acquisition,Blank Check / SPAC,238
BMAQ,Blockchain Moon Acquisition,Blank Check / SPAC,145
BMBL,Bumble,Software-Application,3340
BMEA,Biomea Fusion,Biotechnology,185
BMI,Badger Meter,"Electronic Equipment, Instruments & C...",2860
BMO,Bank of Montreal,Banks,74820
BMRA,Biomerica,Health Care Equipment & Supplies,53
BMRC,Bank of Marin Bancorp,Banks,558
BMRN,BioMarin Pharmaceutical,Biotechnology,14550
BMTX,BM Technologies,Software-Application,113
BMY,Bristol-Myers Squibb Company,Pharmaceuticals,151180
BNED,Barnes & Noble Education,Specialty Retail,267
BNFT,Benefitfocus,Software,335
BNGO,BioNano Genomics,Life Sciences Tools & Services,602
BNIX,Bannix Acquisition,Blank Check / SPAC,93
BNL,Broadstone Net Lease,Equity Real Estate Investment Trusts ...,3800
BNNR,Banner Acquisition,Blank Check / SPAC,197
BNOX,Bionomics,Biotechnology,78
BNR,Burning Rock Biotech,Diagnostics & Research,785
BNS,The Bank of Nova Scotia,Banks,89060
BNSO,Bonso Electronics International,"Electronic Equipment, Instruments & C...",19
BNTC,Benitec Biopharma,Biotechnology,18
BNTX,BioNTech SE,Biotechnology,34130
BOAC,Bluescape Opportunities Acquisition,Blank Check / SPAC,748
BOAS,BOA Acquisition,Blank Check / SPAC,283
BOC,Boston Omaha,Media,826
BOCN,Blue Ocean Acquisition,Blank Check / SPAC,234
BODY,The Beachbody Company,Internet Content & Information,605
BOH,Bank of Hawaii,Banks,3310
BOKF,BOK Financial,Banks,6840
BOLT,Bolt Biotherapeutics,Biotechnology,109
BON,Bon Natural Life,Packaged Foods,40
BOOM,DMC Global,Energy Equipment & Services,520
BOOT,Boot Barn Holdings,Specialty Retail,2490
BORR,Borr Drilling,Oil & Gas Drilling,475
BOSC,BOS Better Online Solutions,Communications Equipment,13
BOTJ,Bank of the James Financial Group,Banks,71
BOWL,Bowlero,Entertainment,1670
BOX,"Box, Inc.",Software,4060
BOXD,Boxed,Internet Retail,628
BOXL,Boxlight,"Technology Hardware, Storage & Periph...",67
BP,BP plc,"Oil, Gas & Consumable Fuels",94780
BPAC,Bullpen Parlay Acquisition Company,Blank Check / SPAC,284
BPMC,Blueprint Medicines,Biotechnology,3520
BPMP,BP Midstream Partners LP,"Oil, Gas & Consumable Fuels",1680
BPOP,Popular,Banks,6770
BPRN,The Bank of Princeton,Banks,196
BPT,BP Prudhoe Bay Royalty Trust,"Oil, Gas & Consumable Fuels",293
BPTH,Bio-Path Holdings,Biotechnology,26
BPTS,Biophytis,Biotechnology,35
BQ,Boqii Holding,Specialty Retail,50
BR,Broadridge Financial Solutions,IT Services,17440
BRAC,Broad Capital Acquisition,Blank Check / SPAC,137
BRAG,Bragg Gaming Group,Electronic Gaming & Multimedia,129
BRBR,Bellring Brands,Personal Products,1010
BRBS,Blue Ridge Bankshares,Banks,294
BRC,Brady,Commercial Services & Supplies,2380
BRCC,BRC Inc.,Packaged Foods,819
BRCN,Burcon NutraScience,Packaged Foods,97
BRD,Beard Energy Transition Acquisition,Blank Check / SPAC,228
BRDG,Bridge Investment Group Holdings,Asset Management,2240
BRDS,Bird Global,Rental & Leasing Services,875
BREZ,Breeze Holdings Acquisition,Blank Check / SPAC,150
BRFH,Barfresh Food Group,Food Products,60
BRFS,BRF S.A.,Food Products,3290
BRG,Bluerock Residential Growth REIT,Equity Real Estate Investment Trusts ...,901
BRID,Bridgford Foods,Food Products,102
BRIV,B. Riley Principal 250 Merger,Blank Check / SPAC,215
BRK-A,Berkshire Hathaway,Diversified Financial Services,711450
BRK-B,Berkshire Hathaway,Diversified Financial Services,711760
BRKH,BurTech Acquisition,Blank Check / SPAC,400
BRKL,Brookline Bancorp,Banks,1310
BRKR,Bruker,Life Sciences Tools & Services,10230
BRLI,Brilliant Acquisition,Blank Check / SPAC,63
BRLT,Brilliant Earth Group,Luxury Goods,77
BRMK,Broadmark Realty Capital,Mortgage Real Estate Investment Trust...,1070
BRN,Barnwell Industries,"Oil, Gas & Consumable Fuels",32
BRO,Brown & Brown,Insurance,19310
BROG,Brooge Energy,"Oil, Gas & Consumable Fuels",862
BROS,Dutch Bros,Restaurants,8080
BRP,BRP Group,Insurance,1560
BRPM,B. Riley Principal 150 Merger,Blank Check / SPAC,218
BRQS,Borqs Technologies,"Technology Hardware, Storage & Periph...",46
BRSP,BrightSpire Capital,REIT-Diversified,1130
BRT,BRT Apartments,Equity Real Estate Investment Trusts ...,423
BRTX,BioRestorative Therapies,Biotechnology,16
BRX,Brixmor Property Group,Equity Real Estate Investment Trusts ...,7570
BRY,Berry,"Oil, Gas & Consumable Fuels",867
BRZE,Braze,Software-Application,3450
BSAC,Banco Santander-Chile,Banks,9560
BSAQ,Black Spade Acquisition Co.,Blank Check / SPAC,204
BSBK,Bogota Financial,Thrifts & Mortgage Finance,151
BSBR,Banco Santander Brasil,Banks,44920
BSET,Bassett Furniture Industries,Household Durables,176
BSFC,Blue Star Foods,Packaged Foods,44
BSGA,Blue Safari Group Acquisition,Blank Check / SPAC,76
BSGM,BioSig Technologies,Health Care Equipment & Supplies,45
BSIG,BrightSphere Investment Group,Capital Markets,1020
BSKY,Big Sky Growth Partners,Blank Check / SPAC,363
