Stock Name,NSE code,BSE code,ISIN,Current Price Rs,Industry Name,Industry Net Profit Growth Annual YoY %,PEG TTM PE to Growth,Net Profit Margin Annual %,Operating Profit Margin Annual %,Net Profit Annual YoY Growth %,Revenue Growth Annual YoY %,10Yr High Rs,10Yr price change %,Industry PE TTM,Long Term Debt To Equity Annual,ROCE Annual 1Yr Ago %,ROCE Annual %,Market Capitalization in Cr,MACD,50Day EMA Rs,200Day EMA Rs,% Distance from 52week high,Previous Day RSI,RSI
National Aluminium Company Ltd.,NATIONALUM,532234,INE139A01034,98.4,Aluminium and Aluminium Products,-37.6,-0.2,10.8,16.9,-51.4,0.1,132.7,191.4,11.8,,28.1,13.3,18063.3,0.4,89.8,85,0.3,59.7,59.5
National Fertilizers Ltd.,NFL,523630,INE870D01012,68,Fertilizers,13,0.2,1.5,3.6,582.4,87.6,89.7,275.4,26.3,0.2,5.7,17.8,3333.5,-0.5,69.3,67.3,24.2,50.4,46.1
National Peroxide Ltd.,NATPEROXID,500298,INE585A01020,1470.3,Commodity Chemicals,30.6,0.8,11.3,14.8,683,63.3,5539,301.9,44.9,,1,4.9,845,-8.5,1467.1,1473.6,25.5,47.9,48.6
NAVA Ltd.,NAVA,513023,INE725A01022,417.8,Electric Utilities,15.7,0.4,34.6,39.9,79.2,7.8,429.1,401.6,44.8,0.3,15.6,18,6062.3,14.6,357.9,279.9,2.6,60.2,68.4
Navin Fluorine International Ltd.,NAVINFLUOR,532504,INE048G01026,4599.2,Commodity Chemicals,30.6,2.2,18.1,26,42.6,41.6,4950,13498.9,44.9,0.3,17.3,17.4,22798.7,38.3,4489.8,4391.8,7.1,61.9,59.6
Navkar Corporation Ltd.,NAVKARCORP,539332,INE278M01019,58.8,Transport Related Services,482.8,-1.8,20.9,19.3,37.6,-47.8,247,,24.4,,5.9,3.4,885.1,-0.5,59.3,57.4,17.7,46,44.9
Navneet Education Ltd.,NAVNETEDUL,508989,INE060A01024,160.4,Publishing,-22.6,-0.8,12.5,17.4,55.9,51.1,193.5,207.2,23,,12.7,21.4,3627.3,4,143.1,125.1,1.9,59.5,56.8
Nazara Technologies Ltd.,NAZARA,543280,INE418L01021,759.6,Internet Software & Services,-99.5,1.8,5.6,8.9,38.7,76.6,1678,,51.8,,5.7,6.8,5026.3,19.2,687.6,644.9,6.8,68.9,73.7
NBCC (India) Ltd.,NBCC,534309,INE095N01031,52.8,Construction & Engineering,43.8,0.3,3.2,3.8,18.9,13.7,145.6,594.1,32.4,,16.5,21.1,9495,1.9,45.7,40.7,1,66.7,67
NCC Ltd.,NCC,500294,INE868B01028,171,Construction & Engineering,43.8,1,4.1,9.3,26.3,40.1,176.6,874.1,32.4,,14.9,21.1,10733,4.1,143.8,115.2,3.2,58.2,73.6
NCL Industries Ltd.,NCLIND,502168,INE732C01016,238.2,Cement & Cement Products,-27.3,-1.3,2.8,9.1,-53.1,-1,305,1187.3,65.2,0.3,15.2,9.9,1077.2,9.4,210.6,192.9,2.3,64.8,67.2
Nectar Lifesciences Ltd.,NECLIFE,532649,INE023H01027,26.4,Pharmaceuticals,6.1,0.1,-1.6,3.4,-196.6,-6.7,60.9,148.4,38.9,0.2,8.1,2.8,593.2,1,23.6,21.3,14.4,59.5,58.8
Nelcast Ltd.,NELCAST,532864,INE189I01024,137.6,Other Industrial Products,16.5,0.9,2.4,6.2,109,36.7,143.6,793.2,64.1,0.2,7.2,11.6,1196.7,7.4,115,100.8,4.2,65.3,66.7
Nelco Ltd.,NELCO,504112,INE045B01015,814.6,IT Networking Equipment,77,3.3,6.3,19.2,23.4,19.3,1090,2254.5,53.3,0.2,23.6,24.8,1858.9,10.1,773.2,706,25.3,54.4,51.9
Neogen Chemicals Ltd.,NEOGEN,542665,INE136S01016,1735.6,Specialty Chemicals,-8.2,171.7,7.3,16.2,12,41.4,1930,,65.2,0.3,13.1,15.5,4328.3,17.5,1584.9,1494.2,2.5,76.5,70.4
Nesco Ltd.,NESCO,505355,INE317F01035,718.4,Realty,30.1,0.3,53.2,57.2,53.6,59.3,816.8,462.2,97.8,,12.4,17.6,5061.8,14.3,662.4,612.6,1.6,69.6,70.6
Nestle India Ltd.,NESTLEIND,500790,INE239A01016,21915.6,Packaged Foods,42.6,2.6,14.1,21.8,11.5,14.6,23395.4,347.6,67.6,,59.2,57.8,211300.3,-114.9,22231.2,21030.8,6.3,48.8,43.3
Network18 Media & Investments Ltd.,NETWORK18,532798,INE870H01013,69.2,Broadcasting & Cable TV,-86.8,0.4,-1.6,2.2,-140.6,6.6,117.5,160.5,32.1,,20.8,2.2,7239.6,2.2,63,62.8,11.8,68.5,66.5
Neuland Laboratories Ltd.,NEULANDLAB,524558,INE794A01010,3792,Pharmaceuticals,6.1,0.1,13.7,22.6,156.2,26,4340,1650.7,38.9,0.1,9.4,20,4865.1,123.3,3495.2,2547.6,12.6,53,55.3
Newgen Software Technologies Ltd.,NEWGEN,540900,INE619B01017,825,IT Consulting & Software,10.3,2,18.1,21.1,7.3,24.6,1000,,36.4,,23.8,21.2,5771,24.9,802.6,605.6,17.5,52.1,49.9
NGL Fine - Chem Ltd.,NGLFINE,524774,INE887E01022,2304.4,Pharmaceuticals,6.1,-5,7.4,12.1,-58.9,-13.6,2440,,38.9,,32.3,12.5,1423.7,63.5,1985.1,1725.2,5.6,59.7,57.3
NHPC Ltd.,NHPC,533098,INE848E01016,50.2,Electric Utilities,15.7,2,40,55.5,10.4,11.2,52.7,214.1,44.8,0.7,7.2,7.5,50476.3,0.6,48.5,43.8,4.6,61,54.2
Nilkamal Ltd.,NILKAMAL,523385,INE310A01015,2421.2,Plastic Products,-18.8,1.1,4,9.8,60.7,14.6,3180,2358,71.8,0.1,8.5,12.1,3613,-30.1,2432.7,2208.3,13.7,53.8,51.7
Nippon Life India Asset Management Ltd.,NAM-INDIA,540767,INE298J01013,317.2,Asset Management Cos.,-4.8,0.9,53.6,52.4,-2.8,-1.2,476.4,,27.8,,27.4,25.4,19797.8,3,298.8,271.8,2.8,53.4,53
Nitin Spinners Ltd.,NITINSPIN,532698,INE229H01012,313.3,Textiles,-85.9,-0.2,6.8,12.3,-49.5,-10.5,345,3129.9,31.3,0.5,40,12.6,1761.4,16.2,263.2,243.4,6.5,79.7,71.3
NLC India Ltd.,NLCINDIA,513683,INE589A01014,136.8,Electric Utilities,15.7,-2.8,8.8,33.6,27.7,38.6,140,150,44.8,1.2,7,12.6,18976.1,3.6,118.4,96.5,2.2,58.2,60.8
NMDC Ltd.,NMDC,526371,INE584A01023,130.5,Mining,-37.8,-0.3,31.3,32.8,-40.3,-30.7,213.2,9.7,12.1,,34.3,27,38244.4,2.9,114.8,115.2,5.1,67.9,66.2
NMDC Steel Ltd.,NSLNISP,543768,INE0NNS01018,57.4,Iron & Steel/Interm.Products,-69.2,,,,,,59.8,,43.5,0.2,,,16836.3,2.5,47.4,,3.8,75.7,78.9
NOCIL Ltd.,NOCIL,500730,INE163A01018,220,Specialty Chemicals,-8.2,-0.8,9.2,15.6,-15.3,3,321.3,1688.6,65.2,,15.4,12,3666.2,0.9,220.2,224.5,25.4,53.2,53.1
Novartis India Ltd.,NOVARTIND,500672,INE234A01025,714.4,Pharmaceuticals,6.1,0.4,27.3,14.9,2878.5,0.9,1098,,38.9,,6.8,14.2,1763.9,-14.2,745.1,705.1,21.4,39.4,39.7
NRB Bearings Ltd.,NRBBEARING,530367,INE349A01021,268.2,Other Industrial Products,16.5,3.7,9,16.2,26.6,13,284.8,712.9,64.1,0.1,17.8,20.6,2599.9,8.6,230.4,182.9,5.8,70.4,65.2
NTPC Ltd.,NTPC,532555,INE733E01010,230.7,Electric Utilities,15.7,3.3,9.3,26.8,1.4,31.8,231.6,111.5,44.8,1.3,8.5,9.7,223702.1,4.4,206.6,183.8,0.4,62.7,62.4
Nucleus Software Exports Ltd.,NUCLEUS,531209,INE096B01018,1011.8,IT Consulting & Software,10.3,0.1,20.1,23.5,212.4,25.7,1264.8,1103,36.4,,10.8,26.8,2708.8,-24.3,1033.4,790.3,20,41.9,42.8
Nureca Ltd.,NURECA,543264,INE0DSF01015,324,Healthcare Supplies,-11.7,0.3,-7.4,-12.7,-118.3,-55,2315,,115.8,,29.8,-5.2,324,-5.8,338.8,459.8,68.2,36.8,40.4
Nuvoco Vistas Corporation Ltd.,NUVOCO,543334,INE118D01016,344.8,Cement & Cement Products,-27.3,10.8,0.1,11.4,-50.6,13.2,577.9,,65.2,0.4,4.1,2,12314.7,-4.5,347.8,356.3,27.4,42.2,40.5
Oberoi Realty Ltd.,OBEROIRLTY,533273,INE093I01010,1127.9,Realty,30.1,0.7,40.2,49.2,81.9,56,1149.8,577.4,97.8,0.2,9.3,14.2,41010.7,11.2,1062.1,966,1.9,64.7,62
Oil And Natural Gas Corporation Ltd.,ONGC,500312,INE213A01029,181.8,Exploration & Production,-11.5,-0.2,5.2,12.4,-22.1,28.4,314.6,9.4,5.9,0.4,13.2,12.2,233244,1.2,170.9,159,1.6,55.9,50.8
Oil India Ltd.,OIL,533106,INE274J01014,273,Exploration & Production,-11.5,-13.4,27.3,41.5,55.3,36.1,335,25.6,5.9,0.5,18.2,21.5,29609.7,3.2,270.7,248.7,8,48.6,44.6
Olectra Greentech Ltd.,OLECTRA,532439,INE260D01016,1240.1,Commercial Vehicles,145.2,4.5,5.9,12.8,89.2,83.2,1465,12489.8,32.4,,7.3,13.2,10178.8,22.1,1116.1,836.6,15.4,53.8,60
Omaxe Ltd.,OMAXE,532880,INE800H01010,45.7,Realty,30.1,,-45.4,-38,-118.1,25.1,235.4,-58.9,97.8,0.8,-3.3,-16.5,835.9,-0.9,48.2,58.7,59.3,44.5,45.8
One97 Communications Ltd.,PAYTM,543396,INE982J01020,857.4,Internet Software & Services,-99.5,-0.8,-22.1,-19.4,25.8,59.6,1955,,51.8,,-15.7,-12.7,54386.7,12.6,831.3,745.4,8.7,52.4,50.6
OnMobile Global Ltd.,ONMOBILE,532944,INE809I01019,117.7,Other Telecom Services,-52.8,-2.6,1.3,2.3,-79.3,1.7,191,410.6,24.7,,6.2,1.9,1250,6.9,90.3,87.6,13.6,71.4,66.2
Onward Technologies Ltd.,ONWARDTEC,517536,INE229A01017,566.5,IT Consulting & Software,10.3,1.5,2.6,6.1,-51.5,35.7,637.8,1273.3,36.4,,18.1,10.5,1269,2.7,543.1,423.2,11.2,50,50.3
Optiemus Infracom Ltd.,OPTIEMUS,530135,INE350C01017,360.2,Telecom Equipment,-62.6,0.1,4.2,2,4643.4,141.9,437,,44,,3,14.6,3093,25.3,245.9,239,4.9,81.3,81.5
Oracle Financial Services Software Ltd.,OFSS,532466,INE881D01027,4136.2,IT Consulting & Software,10.3,-8.9,30.8,44.8,-4.4,10,5145,39.4,36.4,,32.8,31.6,35795,43.8,3893,3568.3,0.7,59.4,64.7
Oricon Enterprises Ltd.,ORICONENT,513121,INE730A01022,25.1,Containers & Packaging,-54.8,-1.3,2.6,1.4,-88.4,15.2,73.8,,27.8,,1.9,2.7,394.2,0.3,23.7,24.2,34.8,62.9,58.5
Orient Bell Ltd.,ORIENTBELL,530365,INE607D01018,453.1,Furniture-Furnishing-Paints,21.2,-0.7,3.1,6.7,-30.1,8.1,822.2,1041.3,63.5,,11.9,9.1,656.4,-7.6,495.1,522.6,34.3,39.7,38.1
Orient Cement Ltd.,ORIENTCEM,535754,INE876N01018,199.8,Cement & Cement Products,-27.3,-0.8,4.2,12.4,-53.3,7.8,232,504.7,65.2,0.1,23,11.1,4094.3,10.2,163.9,139.7,1,67.2,65.2
Orient Electric Ltd.,ORIENTELEC,541301,INE142Z01019,235.7,Consumer Electronics,-22.3,-1.4,3,5.9,-40.1,4.1,408,,117,,30.9,18.2,5029,-0.6,237.5,250.2,19,46,54.2
Orient Green Power Company Ltd.,GREENPOWER,533263,INE999K01014,14,Electric Utilities,15.7,-1.3,12.9,58.9,0.3,-7.9,28.4,23.9,44.8,1.8,8.8,8.1,1373.1,0.3,13,10.8,16.7,51.8,51.2
Orient Paper & Industries Ltd.,ORIENTPPR,502420,INE592A01026,49.4,Paper & Paper Products,167.6,,10.5,16.7,443.7,63.4,181.9,722.5,21.8,0.1,-2.1,8.2,1047.1,1.8,44.9,41,8.2,61,61
Oriental Aromatics Ltd.,OAL,500078,INE959C01023,388.2,Specialty Chemicals,-8.2,-2.9,2.3,6.3,-63,-2.1,1100,,65.2,0.1,11.8,5.9,1306.3,0.3,387.3,407.6,37.8,49.3,46.9
Oriental Carbon & Chemicals Ltd.,OCCL,506579,INE321D01016,867.2,Commodity Chemicals,30.6,1.7,10,20.3,12.9,19.7,1599.7,,44.9,0.1,9.7,11.2,866.3,17.2,824.2,791.1,12.8,60.3,57.3
Oriental Hotels Ltd.,ORIENTHOT,500314,INE750A01020,88.7,Hotels,516.2,0.1,14.1,27.7,367.9,79,98,432.7,54.7,0.3,0.6,13.7,1584.2,-0.5,86.2,81.7,9.5,55.2,57.9
Oswal Green Tech Ltd.,OSWALGREEN,539290,INE143A01010,26.8,Other Financial Services,115.6,-0.8,184.8,-15.2,-17.8,-6.5,61.8,48.1,27.7,,2.5,2.4,688.2,0.9,24.5,23.7,20,56.7,57
Page Industries Ltd.,PAGEIND,532827,INE761H01022,39822,Other Apparels & Accessories,14.9,-3,11.9,18,6.5,22.9,54349.1,896.6,72.8,,63.3,53.3,44417.1,411,39050.2,40159.3,26.7,53.8,58.2
Paisalo Digital Ltd.,PAISALO,532900,INE420C01059,63.6,Finance (including NBFCs),56.2,0.8,19.8,72.4,18.1,20.6,114.3,62.6,27.2,,19.1,27.8,2855.8,0.7,58.3,61,35.1,56.2,49.5
Panacea Biotec Ltd.,PANACEABIO,531349,INE922B01023,134.8,Biotechnology,-61.8,-0.3,-7.3,-19.1,-103.1,-23.9,449,52.8,68.3,,-4.8,-9.1,826,2.5,131.4,131.7,18,52.9,51.8
Panama Petrochem Ltd.,PANAMAPET,524820,INE305C01029,325,Refineries/Petro-Products,-18.9,-1,10.4,13.7,1.1,5.5,425,1866.1,23.6,,37.7,31.8,1966,7.8,298.9,301.8,23.5,80.3,68.2
Paradeep Phosphates Ltd.,PARADEEP,543530,INE088F01024,72.2,Fertilizers,13,,2.3,6,-23.7,70.1,73.8,,26.3,0.2,21.6,16.8,5878.3,1.7,64,58.4,2.3,64.9,66.9
Parag Milk Foods Ltd.,PARAGMILK,539889,INE883N01014,199.2,Packaged Foods,42.6,0.3,1.8,4.5,110,39.7,369,,67.6,0.3,-56.6,9.8,2338.1,12,159.5,121.6,9,69.1,64.1
Paras Defence and Space Technologies Ltd.,PARAS,543367,INE045601015,785.6,Defence,16.1,15.2,16.2,24.6,33.4,24.3,1258.2,,35.8,,11.1,12.3,3063.8,25,661.4,606.5,6.7,65,62.8
Patanjali Foods Ltd.,PATANJALI,500368,INE619A01035,1247.2,Edible Oils,-15.9,-3.8,2.8,4,9.9,31,1519.6,3182.1,99.5,,15.5,14.1,45148,-11.6,1241.5,1138.8,16.6,36,38.4
Patel Engineering Ltd.,PATELENG,531120,INE244B01030,56.5,Construction & Engineering,43.8,0.4,4.2,14.5,155.4,23.6,153,88.3,32.4,0.2,11.9,13.1,4370.9,3.7,46.1,31.2,8.9,64.7,64.9
Paushak Ltd.,PAUSHAKLTD,532742,INE111F01016,6730,Specialty Chemicals,-8.2,3.5,25.4,34,43.6,42.6,12400,8112.3,65.2,,14.8,18,2074.3,-11.5,6743.8,7373.5,30.6,56.8,55.1
PB Fintech Ltd.,POLICYBZR,543390,INE417T01026,769.9,Internet Software & Services,-99.5,-1.7,-19.1,-23.5,41.5,81.7,1470,,51.8,,-14.7,-8.2,34654.4,10.7,720.6,637.8,5.9,61.3,61.2
PCBL Ltd.,PCBL,506590,INE602A01031,171.4,Carbon Black,3.7,-3,7.6,12.6,3.7,29.9,178.3,4826.7,15.5,0.1,17.5,17.7,6471.6,3.1,155.6,139.2,3.8,69.4,73.3
PDS Ltd.,PDSL,538730,INE111Q01021,322.3,Textiles,-85.9,2.6,3.1,4.3,6.7,19.2,408.3,,31.3,,32.3,35.4,4231.4,-4,330.8,334.8,16.2,40.2,43
Pearl Global Industries Ltd.,PGIL,532808,INE940H01014,836,Other Apparels & Accessories,14.9,0.2,4.8,8,140.2,15.8,847,583.2,72.8,0.1,14.4,23.6,1811,32.5,649.4,525.1,1.3,70.2,72.4
Pennar Industries Ltd.,PENIND,513228,INE932A01024,111.2,Iron & Steel/Interm.Products,-69.2,0.3,2.6,7.6,80.3,28.3,120,400.7,43.5,0.1,14.7,20,1499.9,8.8,91,73.9,7.3,73.7,75.9
Persistent Systems Ltd.,PERSISTENT,533179,INE262H01013,5543.3,IT Consulting & Software,10.3,1.8,11,18,33.4,43.8,5572.9,1787.7,36.4,0.1,23.4,28.3,42641.8,98.3,4926.9,4595.1,0.5,64.1,70.8
Petronet LNG Ltd.,PETRONET,532522,INE347G01014,219.6,Oil Marketing & Distribution,-50.2,-4.6,5.3,8,-3.3,39,299,261.7,10.9,,25.6,23.2,32932.5,-2.3,223.9,223,9.4,40.2,35.6
Pfizer Ltd.,PFIZER,500680,INE182A01018,3815.6,Pharmaceuticals,6.1,0.5,25.7,32,1.9,-5.5,6175,266.5,38.9,,25.7,24,17455.3,-17.5,3874.6,3956.2,18.1,42.8,40.1
PG Electroplast Ltd.,PGEL,533581,INE457L01011,1997,Consumer Electronics,-22.3,0.6,3.6,8.1,107,93.9,2144,1754.2,117,0.6,13.6,20.9,4556.9,74.6,1620.4,1394.2,6.9,75.4,66.2
Phoenix Mills Ltd.,PHOENIXLTD,503100,INE211B01039,1849.6,Realty,30.1,-3,55.8,55.1,462.4,76.8,1860,875.8,97.8,0.4,5.1,9.4,33041.3,32.5,1673.7,1492.4,0.6,63.8,67.8
PI Industries Ltd.,PIIND,523642,INE603J01030,3621.1,Agrochemicals,8.6,0.9,18.8,23.2,45.7,23.1,4011.2,2720.2,39.9,,16.2,20.2,54938.6,-13.8,3684.5,3431.8,9.7,48.6,41.9
Pidilite Industries Ltd.,PIDILITIND,500331,INE318A01026,2498.2,Specialty Chemicals,-8.2,26.3,10.9,16.7,5.4,19,2919,1011.8,65.2,,22.9,21.7,127024.8,-18.6,2569.1,2525.9,14.4,52.8,43
Pilani Investment and Industries Corporation Ltd.,PILANIINVS,539883,INE417C01014,1995.2,Holding Companies,56.5,1.5,56,97.2,22.1,8.5,2364.3,136.7,25.7,,2,2.2,2209.1,9.9,1959.6,1866.3,6.2,53.6,51.2
Piramal Enterprises Ltd.,PEL,500302,INE140A01024,1078.2,Finance (including NBFCs),56.2,-0.1,107.2,16.5,418.4,-38.2,3308,71.5,27.2,1,8,2.5,25733.9,22.2,989.5,973.6,4,54.6,54.5
Piramal Pharma Ltd.,PPLPHARMA,543635,INE0DK501011,104,Pharmaceuticals,6.1,0.5,-3.4,8.6,-149.6,6.9,195.3,,38.9,0.5,6.5,1.6,13752.9,0.9,96.5,99.4,46.8,53,57.9
Pitti Engineering Ltd.,PITTIENG,513519,INE450D01021,655.8,Other Electrical Equipment/Products,22,3.9,5.3,13.5,13.4,15.2,665,5603,63.4,0.4,23.7,23.6,2102,46.5,483.1,376.6,1.4,78.8,79.2
Pix Transmissions Ltd.,PIXTRANS,500333,INE751B01018,1184.8,Auto Tyres & Rubber Products,0.4,-2.5,13.3,20.8,-5.8,9.3,1569,,33.2,0.1,22.6,19.1,1614.2,-19.8,1185.3,989.5,24.5,48.5,44.4
Plastiblends India Ltd.,PLASTIBLEN,523648,INE083C01022,237.8,Specialty Chemicals,-8.2,-0.7,3.5,6.4,-26.8,6.8,334.4,734.4,65.2,,12.2,9,618,6.1,213.8,193.8,5.2,58.3,52.7
PNB Gilts Ltd.,PNBGILTS,532366,INE859A01011,63.7,Finance (including NBFCs),56.2,0.2,-6.3,71.6,-146.6,24,94.6,280.3,27.2,,49.8,69.5,1146.7,-0.5,63.5,62.4,11.1,44.6,45.7
PNB Housing Finance Ltd.,PNBHOUSING,540173,INE572E01012,651.6,Housing Finance ,13681.1,0.4,16,81.3,25,5.3,1717.6,,15.7,2,14.5,15.6,16913.2,7,619.4,541.9,6.8,53.2,54.6
PNC Infratech Ltd.,PNCINFRA,539150,INE195J01029,331,Roads & Highways,102.4,-1,8.3,19.9,13.5,10.1,395.9,,25.7,1.3,13.8,13.3,8492.7,-4.9,333.8,311.7,10.2,43,47.9
Pokarna Ltd.,POKARNA,532486,INE637C01025,578,Construction Materials,-204.4,-0.7,9,22.8,-16,12.3,840.6,,23.5,0.7,16.1,14.8,1792.2,22.2,420.1,403.9,2.9,74.5,70.7
Poly Medicure Ltd.,POLYMED,531768,INE205C01021,1394.4,Healthcare Supplies,-11.7,1.1,15.9,23,22.4,19.8,1575,2282.7,115.8,,17.1,19,13381.7,55.8,1277.6,1066.7,11.5,59.8,64.1
Polycab India Ltd.,POLYCAB,542652,INE455K01017,5208.2,Other Electrical Equipment/Products,22,1.4,9.2,13,39.8,15.8,5220,,63.4,,20.3,26.1,78112.7,199.4,4455.1,3532.1,0.2,66.4,69.1
Polyplex Corporation Ltd.,POLYPLEX,524051,INE633B01018,1223.4,Containers & Packaging,-54.8,-0.3,8,12.2,-38.8,14.7,2870.2,999.1,27.8,0.1,19.6,11.9,3840.4,-27.8,1231.6,1430.4,45,55.9,55.8
Poonawalla Fincorp Ltd.,POONAWALLA,524000,INE511C01022,409.8,Finance (including NBFCs),56.2,0.6,35.3,66.3,82.3,-1.6,451.5,485,27.2,,15.7,19.2,31485.6,7.1,395.8,339.4,9.2,45.6,52.1
Power Finance Corporation Ltd.,PFC,532810,INE134E01011,257.4,Finance (including NBFCs),56.2,0.2,27.3,94.7,13.4,1.7,277.2,371.9,27.2,,12.1,65.1,67955.7,7.2,245,189.1,7.1,68.9,50.1
Power Grid Corporation of India Ltd.,POWERGRID,532898,INE752E01010,252.2,Electric Utilities,15.7,2.9,34,84.7,-8.4,9.2,267,244.3,44.8,1.4,12,12.8,175920.9,-0.2,246.1,234.6,5.5,50.2,47.4
Power Mech Projects Ltd.,POWERMECH,539302,INE211R01019,4235.4,Construction & Engineering,43.8,0.6,6,11.2,50.5,32.6,5069.4,,32.4,,21.4,25.4,6313.4,49.2,3855.6,2922.1,16.5,59.7,59.8
Praj Industries Ltd.,PRAJIND,522205,INE074A01025,494.9,Industrial Machinery,-23.6,0.7,6.8,8.9,59.6,50.4,514,1372.9,50.3,,21.9,28.9,9092,15.9,440.3,393.4,3.7,60.6,64.2
Prakash Industries Ltd.,PRAKASH,506022,INE603A01013,119.8,Iron & Steel/Interm.Products,-69.2,0.2,5.5,12,12.9,-12.2,276,298.7,43.5,0.1,7.4,8.1,2145.4,9.3,90.6,70.4,4.1,82.3,71.8
Prataap Snacks Ltd.,DIAMONDYD,540724,INE393P01035,940,Packaged Foods,42.6,,1.2,3.8,608.7,17.8,1458.7,,67.6,,2.5,1.1,2242.7,21.4,859.2,816.2,6.8,62.9,64.1
Precision Camshafts Ltd.,PRECAM,539636,INE484I01029,260.3,Auto Parts & Equipment,-1.9,-111.3,4.3,9.9,0.6,21.8,273.7,,54.4,,5.5,9.1,2472.5,7.9,225.1,166.6,4.9,66.4,63.2
Precision Wires India Ltd.,PRECWIRE,523539,INE372C01037,101,Other Industrial Products,16.5,-2.3,2,3.5,-5.6,13.6,105.9,2762.6,64.1,,29.3,24.3,1805.3,1.9,91.1,78.6,4.6,71.2,70.4
Prestige Estates Projects Ltd.,PRESTIGE,533274,INE811K01011,668.4,Realty,30.1,-1.1,12.6,23.8,-18.1,32.9,692,480.3,97.8,0.3,8.7,12.5,26795.6,9.5,563.7,504.4,3.4,68.2,75.4
Pricol Ltd.,PRICOLLTD,540293,INE726V01018,332.6,Auto Parts & Equipment,-1.9,0.3,6.4,11.6,126.5,26.4,346.2,2025.6,54.4,,14.1,19.3,4054.4,17.9,279.3,228.7,3.9,77.3,77.8
Primo Chemicals Ltd.,PUNALKALI,506852,INE607A01022,63.5,Commodity Chemicals,30.6,-1.3,18.9,26.2,132,56.3,100.9,1370.8,44.9,0.3,24.3,34.6,1539.8,-0.7,62.8,68.5,30.2,53.6,54.1
Prince Pipes & Fittings Ltd.,PRINCEPIPE,542907,INE689W01016,727.4,Plastic Products,-18.8,-1.3,4.5,9.2,-51.3,2.1,897,,71.8,,27.2,12.6,8042.2,13.1,666.1,626,0.5,67,68.6
Prism Johnson Ltd.,PRSMJOHNSN,500338,INE010A01011,130.8,Cement & Cement Products,-27.3,0.3,-2.3,4.9,-212.5,16.5,160,461.2,65.2,0.8,6.9,0.2,6581.4,0.4,127.3,121,9,44.6,52.6
Privi Speciality Chemicals Ltd.,PRIVISCL,530117,INE959A01019,1175.3,Specialty Chemicals,-8.2,-10.5,1.3,11.4,-77.2,13.4,2249,,65.2,0.5,12.2,7.7,4591,13.8,1084.9,1130.1,32.6,70.1,71.4
Procter & Gamble Health Ltd.,PGHL,500126,INE199A01012,4838.2,Pharmaceuticals,6.1,1.8,18.7,26,19.2,10.7,7500,801.1,38.9,,38.6,39.5,8031,-99.2,5145.3,4863.3,12,32.4,34.9
Procter & Gamble Hygiene & Healthcare Ltd.,PGHH,500459,INE179A01014,16119.2,Personal Products,6.7,4.3,17.3,21.9,17.8,0.8,16600,513.1,57.5,,97.3,80.8,52324.2,159.7,15286.3,14482.6,2.9,54.2,56.6
Prudent Corporate Advisory Services Ltd.,PRUDENT,543527,INE00F201020,1121.4,Other Financial Services,115.6,0.8,19.1,28.3,45.2,35,1263,,27.7,,42,41.2,4643.1,14.6,1101.1,922,11.2,56.7,41.3
PSP Projects Ltd.,PSPPROJECT,540544,INE488V01015,817.8,Construction & Engineering,43.8,-1.2,6.9,11.7,-20.8,10.9,846,,32.4,,35.2,25.6,2944.1,13.9,773,709.6,3.3,62.5,62.1
PTC Industries Ltd.,PTCIL,539006,INE596F01018,5950,Other Industrial Products,16.5,1,11.8,25.9,101.5,22.4,6334.4,,64.1,0.3,11.7,11.5,8069.6,430.5,4738.5,3518,6.1,66.2,69
Punjab & Sind Bank,PSB,533295,INE608A01012,34.8,Banks,41.1,1,16.4,16.2,26.4,10.9,83.8,-7.9,18.8,0.6,4.9,4.8,23586.7,0.6,33.5,29.4,22.2,54.7,52.8
Punjab Chemicals and Crop Protection Ltd.,PUNJABCHEM,506618,INE277B01014,1149.4,Agrochemicals,8.6,-1.1,6.1,12.1,-26.8,8,1933.7,3503.1,39.9,0.2,40.3,28.8,1409.4,71.6,1002.3,983.3,17.3,71.6,69.4
Punjab National Bank,PNB,532461,INE160A01022,65.4,Banks,41.1,0.3,3.5,23.1,-13.3,12.2,231.4,-23.9,18.8,0.7,5.2,5.1,72012,0.8,59.9,52.6,1.2,58.9,56.4
Puravankara Ltd.,PURVA,532891,INE323I01011,109.2,Realty,30.1,-3.7,2.8,16.3,-55,1.8,182.3,78.1,97.8,0.2,23.3,15.4,2588.6,2.5,100.9,93.2,6.4,58.8,57.3
PVR INOX Ltd.,PVRINOX,532689,INE191H01014,1779,Specialty Retail,2213.6,0.3,-9,27.4,31.4,131.1,2214.8,354.5,68.3,0.2,-3.1,2.6,17429.4,63.7,1594.8,1582.5,9.9,79.4,80.6
Quess Corp Ltd.,QUESS,539978,INE615P01015,426.4,BPO/KPO,-77.6,-1.5,1.3,3.4,-6.9,25.3,1303.2,,24,,14.1,10.1,6328,0.2,421,437.4,36.7,59.5,55.1
Quick Heal Technologies Ltd.,QUICKHEAL,539678,INE306L01010,219.4,IT Software Products,-27.4,1.6,2.3,0.6,-92.3,-16.9,404,,104,,17.2,1.9,1164.5,11.8,178,168.1,4.2,77.5,77.6
